No,NamaSungai,TitikPantau,Waktu,pH,Temp,TSS,DO,BOD,COD,Nitrat,FecalColiform,Fosfat,O2,IP,Class
172,Citarum,Nanjung,3/1/2018,7.4873500778222,25.55°C,28.6955778679769,2.39427137058626,3.16806543168432,23.5459456160161,1.88164922025208,902.729880672628,0.0618692587054048,-,0.88,1
173,Citarum,Outlet Waduk Jatiluhur,3/2/2018,6.3121433149205,25.55°C,20.2959074678793,0.297649464400159,1.87860347300638,19.2861720633564,3.53831598864711,220.882290108951,0.0472719504379406,-,0.66,1
174,Citarum,Bendung Walahar,3/3/2018,7.68395031586657,25.55°C,23.9263893551439,6.39494644001587,5.23637501144444,17.9781487472152,0.659688100833155,371.440778832362,0.0479982909634693,-,1.61,2
175,Citarum,Tunggak Jati,3/4/2018,6.85726493118076,25.55°C,26.6974700155644,4.53107119968261,4.10058290353099,27.7452925199133,0.926053651539659,204.675435651723,0.0322324289681692,-,1.25,2
176,Citarum,Cisanti ,3/5/2018,7.99035615100559,25.55°C,26.5138706625568,2.87450453199866,3.62973113193152,20.1638843958861,1.5211645863216,374.948881496628,0.0935847041230506,-,1.07,2
177,Citarum,Wangisagara,3/6/2018,6.07605212561419,25.55°C,23.3272499771111,0.857525254066591,5.92441175572985,10.0042725913266,0.691671498764,705.203405865658,0.0524610126041444,-,1.83,2
178,Citarum,Koyod,3/7/2018,6.0306405835139,25.55°C,22.153874324778,1.10120792260506,5.00055543687246,12.4219489120151,2.89730521561327,963.063447981201,0.0667976928006836,-,1.59,2
179,Citarum,Setelah IPAL Cisirung,3/8/2018,6.53041169469283,25.55°C,35.7079989013337,0.717972350230415,4.9235236671041,19.656666768395,3.37766655476547,803.517258217109,0.0566289254432814,-,1.57,2
180,Citarum,Nanjung,3/9/2018,7.94384594256417,25.55°C,23.4376049073763,1.41383495590075,5.15711233863338,13.581652272103,3.90099795525987,135.383159886471,0.066366161076693,-,1.6,2
181,Citarum,Outlet Waduk Jatiluhur,3/10/2018,7.95684682760094,25.55°C,31.5955687124241,2.81340556047243,2.12898953215125,17.6448866237373,0.670308542130802,169.072542497024,0.0411792352061525,-,0.57,1
182,Citarum,Bendung Walahar,3/11/2018,7.18460646382031,25.55°C,27.5119479964599,1.2495571764275,5.80499282815027,19.7647022919401,0.645893734550005,838.163396099734,0.0344904934842982,-,1.79,2
183,Citarum,Tunggak Jati,3/12/2018,6.62202826013978,25.55°C,23.3047883541368,1.5926148258919,3.02174443800165,25.0022888882107,3.9602038636433,71.309549241615,0.0568105105746635,-,0.81,1
184,Citarum,Cisanti ,3/13/2018,7.18478957487716,25.55°C,23.1651356547746,6.83500167851802,4.12958464308603,20.9347819452498,0.0198980681783502,822.884304330577,0.0515616321298868,-,1.26,2
185,Citarum,Wangisagara,3/14/2018,7.15915402691733,25.55°C,32.2640461439863,4.30284157841731,2.30496841334269,28.8970610675375,0.659199804681539,973.268837549974,0.0617944883571886,-,1.04,2
186,Citarum,Koyod,3/15/2018,6.38361766411328,25.55°C,27.7346110415967,4.82420361949523,5.90905789361248,15.6501968443861,1.80608539078951,507.531968138676,0.0338026062807092,-,1.81,2
187,Citarum,Setelah IPAL Cisirung,3/16/2018,7.86053041169469,25.55°C,26.6066469313639,0.958802148503067,3.57684560686056,19.7085482345042,2.60701315347758,771.625415814692,0.0461888485366375,-,1.06,2
188,Citarum,Nanjung,3/17/2018,7.20072023682363,25.55°C,33.380779442732,0.452655415509507,4.47327494125187,15.8558915982543,1.17386394848476,734.282967619861,0.099205298013245,-,1.4,2
189,Citarum,Outlet Waduk Jatiluhur,3/18/2018,7.20242927335429,25.55°C,21.1611682485427,5.71358592486343,2.91544846949675,28.6089663380841,3.48374889370403,340.070802941984,0.0783892330698569,-,0.98,1
190,Citarum,Bendung Walahar,3/19/2018,6.1256141850032,25.55°C,34.6894131290628,2.38856563005463,1.94986114078188,18.2790612506485,1.7628711813715,140.659810174871,0.0748792992950224,-,0.74,1
191,Citarum,Tunggak Jati,3/20/2018,6.58534501174963,25.55°C,35.9589831232643,1.30922971282083,4.845835749382,20.9445478682821,3.57896664326914,761.651966917936,0.0420743430890835,-,1.54,2
192,Citarum,Cisanti ,3/21/2018,6.47419660023804,25.55°C,29.211706900235,1.60188665425581,1.76023438215278,21.5402691732536,1.33292641987365,275.35935544908,0.0491155735953856,-,0.7,1
193,Citarum,Wangisagara,3/22/2018,7.13534958952605,25.55°C,34.4154789880062,4.92975981933042,5.36196172978912,13.1092257454146,0.977324747459334,394.315927610096,0.0912454603717155,-,1.65,2
194,Citarum,Koyod,3/23/2018,6.77315591906491,25.55°C,31.4695883053072,0.111261940366832,1.71915952024903,10.9375286111026,1.78301339762566,911.6016113773,0.0926660969878231,-,0.75,1
195,Citarum,Setelah IPAL Cisirung,3/24/2018,6.18256172368542,25.55°C,27.6472060304575,4.14949980162969,5.51943723868526,12.0227668080691,2.7727896969512,948.886074404126,0.0472954496902371,-,1.72,2
196,Citarum,Nanjung,3/25/2018,6.42616046632283,25.55°C,25.0875576036866,4.1575829340495,4.6744499038667,18.5232093264565,3.71459089938047,60.4953154087954,0.084795983764153,-,1.46,2
197,Citarum,Outlet Waduk Jatiluhur,3/26/2018,6.95834223456526,25.55°C,30.8680074465163,5.67840052491836,5.87625049592578,19.3539231543931,0.763695181127354,208.183538315989,0.0588998077333903,-,1.79,2
198,Citarum,Bendung Walahar,3/27/2018,6.53700369273965,25.55°C,31.150730918302,3.4911999877926,3.42094485305338,17.0699179052095,1.16983550523392,483.207190160833,0.0494232001709037,-,0.99,1
199,Citarum,Tunggak Jati,3/28/2018,6.38416699728385,25.55°C,29.6433606982635,1.37127964110233,5.13375347148045,29.692373424482,1.75749992370373,431.45542771691,0.0664131595812861,-,1.63,2
200,Citarum,Cisanti ,3/29/2018,7.76818140202033,25.55°C,31.5106051820429,3.38611926633503,4.21212805566576,25.3233436078982,3.17612231818598,409.42106387524,0.0635398419141209,-,1.3,2
201,Citarum,Wangisagara,3/30/2018,7.81505783257546,25.55°C,23.7735526596881,4.16376415295877,4.60516067995239,15.5085909604175,1.57707449568163,754.432813501389,0.0615509506515702,-,1.43,2
202,Citarum,Koyod,3/31/2018,7.15121921445357,25.55°C,27.6960356456191,3.89535660878323,3.35900448622089,11.0132145146031,3.80053102206488,116.132084109012,0.083319803460799,-,0.94,1
203,Citarum,Setelah IPAL Cisirung,4/1/2018,7.49259926145207,25.55°C,30.8782616657002,4.92429181798761,5.19634998626667,24.4279305398724,2.66145817438276,465.521713919492,0.0537000640888699,-,1.61,2
204,Citarum,Nanjung,4/2/2018,6.07788323618274,25.55°C,33.2250129703665,1.39029877620777,5.24188665425581,20.052186651204,2.053407391583,964.716025269326,0.0312305063020722,-,1.66,2
205,Citarum,Outlet Waduk Jatiluhur,4/3/2018,6.51600695822016,25.55°C,20.2768639179662,0.974492934965056,3.91751762443922,28.6132389294107,0.247322000793481,947.929319132054,0.0604251228370007,-,1.23,2
206,Citarum,Bendung Walahar,4/4/2018,6.55226294747765,25.55°C,27.5212256233406,6.13485976744896,5.85013580736717,17.5203711050752,1.67143772698141,513.214514603107,0.0490151676992096,-,1.8,2
207,Citarum,Tunggak Jati,4/5/2018,7.59416486098819,25.55°C,32.5496993926817,0.120533768730735,3.63550523392438,14.3629261146886,0.0358897671437727,425.743888668477,0.0750972014526811,-,1.07,2
208,Citarum,Cisanti ,4/6/2018,6.4100466933195,25.55°C,21.3027741325114,0.152153080843532,4.99517502365185,21.1343729972228,3.06991790520951,578.157902768029,0.0952403332621235,-,1.58,2
209,Citarum,Wangisagara,4/7/2018,6.95699942014832,25.55°C,23.1749015778069,3.45054658650472,2.52267830439161,14.9299600207526,3.47410504470962,479.931028168584,0.0428583635975219,-,0.67,1
210,Citarum,Koyod,4/8/2018,6.87417218543046,25.55°C,22.21491134373,6.75702322458571,2.70863063447981,23.1992553483688,0.0769066438795129,84.8780785546434,0.0712283700064089,-,0.71,1
211,Citarum,Setelah IPAL Cisirung,4/9/2018,7.82280953398236,25.55°C,35.9599597155675,0.0451704458754234,3.1318460646382,23.4745323038423,3.82042909024323,752.171391949217,0.0913180944242683,-,0.9,1
212,Citarum,Nanjung,4/10/2018,7.75432599871822,25.55°C,23.6251106295969,2.87046296578875,3.00744041261025,15.2436902981658,0.939970091860714,939.927365947447,0.0338431958983123,-,0.78,1
213,Citarum,Outlet Waduk Jatiluhur,4/11/2018,7.99414044618061,25.55°C,21.4541459395123,3.17239173558763,2.73080843531602,28.6254463332011,3.51414532914212,925.141148106327,0.0477227088229011,-,1.01,2
214,Citarum,Bendung Walahar,4/12/2018,7.07290871913816,25.55°C,26.9181798760949,0.227754142887661,3.6016479995117,12.9877620777001,3.0450148014771,297.65465254677,0.0571565904721214,-,1.05,2
215,Citarum,Tunggak Jati,4/13/2018,7.73741874446852,25.55°C,25.3849299600208,0.718685567796869,4.44204229865413,24.6494949186682,1.53447065645314,799.603259376812,0.0642918179876095,-,1.39,2
216,Citarum,Cisanti ,4/14/2018,7.1537217322306,25.55°C,22.2779015472884,1.43356730857265,4.48561052278207,10.6012146366771,0.293710135196997,798.153630176702,0.0356654560991241,-,1.38,2
217,Citarum,Wangisagara,4/15/2018,6.33875545518357,25.55°C,32.1160924100467,2.82576799829096,3.04182256538591,14.3812372203742,2.90902432325205,875.650807214576,0.0909314249092074,-,0.85,1
218,Citarum,Koyod,4/16/2018,6.49208044679098,25.55°C,28.8532975249489,0.587215796380505,2.9195165868099,14.7993408001953,3.65599536118656,440.037232581561,0.0687459944456313,-,0.79,1
219,Citarum,Setelah IPAL Cisirung,4/17/2018,7.8746299630726,25.55°C,28.4753563035981,6.68926755577258,5.27390667439802,18.2644123661,1.82207708975494,882.667012543107,0.0741380046998505,-,1.64,2
220,Citarum,Nanjung,4/18/2018,6.29609057893613,25.55°C,22.349681081576,1.88931333353679,2.71912900173956,23.7443159276101,1.54631183812983,393.388164922025,0.0775005340739158,-,0.78,1
221,Citarum,Outlet Waduk Jatiluhur,4/19/2018,6.03418073061312,25.55°C,23.7784356212043,6.98834345530564,1.99671010467849,19.5925778984954,3.37620166631062,332.09784234138,0.045678273873104,-,0.77,1
222,Citarum,Bendung Walahar,4/20/2018,6.68233283486435,25.55°C,34.5170445875423,7.73769737846004,3.15966673787652,25.4466383861812,1.86944181646168,718.250068666646,0.0607071138645589,-,0.88,1
223,Citarum,Tunggak Jati,4/21/2018,7.54039124729148,25.55°C,24.6871547593616,4.60548356578265,5.92270577105014,26.8944364757225,3.47019867549669,232.827234717856,0.0988464003418073,-,1.82,2
224,Citarum,Cisanti ,4/22/2018,6.38990447706534,25.55°C,32.6356395153661,3.42819910275582,5.71024506363109,17.894528031251,2.3380840479751,105.462813196204,0.033994872890408,-,1.76,2
225,Citarum,Wangisagara,4/23/2018,7.07712027344584,25.55°C,24.5621509445479,4.35300454725791,2.67595446638386,11.7462691122166,3.98852504043703,606.512649922178,0.057113864558855,-,0.71,1
226,Citarum,Koyod,4/24/2018,7.78765221106601,25.55°C,28.0246589556566,7.22061464278085,1.97059541611988,20.9915463728752,2.48384044923246,766.783654286325,0.0452381969664602,-,0.67,1
227,Citarum,Setelah IPAL Cisirung,4/25/2018,6.90163884395886,25.55°C,24.2457350383007,7.70584032715842,3.52645344401379,16.779381694998,0.0311288796655171,160.519730216376,0.0538688314462722,-,1.0,1
228,Citarum,Nanjung,4/26/2018,6.13830988494522,25.55°C,30.7503280739769,6.1103726310007,2.34354991302225,21.0611285744804,0.169682912686544,586.88467055269,0.0576607562486648,-,0.74,1
229,Citarum,Outlet Waduk Jatiluhur,4/27/2018,6.74575029755547,25.55°C,20.7553941465499,3.94789696951201,5.07745597705008,16.6310617389447,3.76928006836146,716.133610034486,0.0761461226233711,-,1.59,2
230,Citarum,Bendung Walahar,4/28/2018,6.80977813043611,25.55°C,29.1116061891537,2.75064241462447,2.65220191045869,24.6263008514664,3.8531449324015,135.122226630451,0.0993826105533006,-,0.79,1
231,Citarum,Tunggak Jati,4/29/2018,7.44187749870296,25.55°C,24.1378215887936,2.03480971709342,1.95235450300607,26.6747032074953,0.171147801141392,338.476210821863,0.0938047425763726,-,0.87,1
232,Citarum,Cisanti ,4/30/2018,6.62300485244301,25.55°C,25.1451765495773,1.80990844447157,2.06704916531877,21.9888912625507,3.85802789391766,730.513931699576,0.0325550096133305,-,0.73,1
233,Citarum,Wangisagara,5/1/2018,6.19812616351817,25.55°C,28.7629627368999,4.8515436262093,5.86155278176214,22.9862361522263,1.82512894070254,273.445844904935,0.0720422986541337,-,1.81,2
234,Citarum,Koyod,5/2/2018,6.06518753624073,25.55°C,31.2933133945738,6.77295175023652,2.56086611529893,15.2186651203955,1.98748741111484,186.526078066347,0.085951719718009,-,0.76,1
235,Citarum,Setelah IPAL Cisirung,5/3/2018,7.84215826899014,25.55°C,35.6396374401074,3.01286873989074,1.97007049775689,14.7090060121464,1.86919766838588,349.406414990692,0.0933390301217689,-,0.59,1
236,Citarum,Nanjung,5/4/2018,7.91131321146275,25.55°C,30.5325479903562,0.229893795587024,4.7067323831904,12.0807519760735,3.43638416699728,745.88000122074,0.0901901303140355,-,1.48,2
237,Citarum,Outlet Waduk Jatiluhur,5/5/2018,7.90166936246834,25.55°C,26.8317514572588,0.91886196478164,5.59502548295541,29.2248298593097,2.14349803155614,352.044740134892,0.0685323648792993,-,1.74,2
238,Citarum,Bendung Walahar,5/6/2018,7.14462721640675,25.55°C,24.6773888363292,3.88893765068514,2.01337626270333,29.6539201025422,0.661397137363811,669.658497878964,0.0439799188207648,-,1.03,2
239,Citarum,Tunggak Jati,5/7/2018,7.35044404431288,25.55°C,33.8715170751061,6.43013183996094,3.02515640736106,23.8749351481674,0.593646046327097,114.769432660909,0.0596816919461654,-,0.78,1
240,Citarum,Cisanti ,5/8/2018,7.19736320078127,25.55°C,21.2139042329173,5.51388500625629,4.28535416730247,11.4331492049928,2.12628559221168,991.505172887356,0.0810040589617603,-,1.32,2
241,Citarum,Wangisagara,5/9/2018,6.45771660512101,25.55°C,33.0633869441816,1.28284066286203,4.27971129490036,17.8456984160894,0.178838465529344,932.476271858883,0.0931019013031404,-,1.35,2
242,Citarum,Koyod,5/10/2018,6.6900234992523,25.55°C,27.9367656483657,7.17425550096133,5.34083376567888,22.0773949400311,0.153447065645314,849.064607684561,0.0696176030762658,-,1.66,2
243,Citarum,Setelah IPAL Cisirung,5/11/2018,7.70201727347636,25.55°C,23.8863490707114,3.54064973906674,2.76860255745109,16.7775505844295,1.58024842066713,896.844386120182,0.0436317026276437,-,0.73,1
244,Citarum,Nanjung,5/12/2018,7.29251991332743,25.55°C,30.8182012390515,3.09655293435469,3.87079989013337,27.0824304940947,0.0037842951750236,987.562181463057,0.0599017303994873,-,1.19,2
245,Citarum,Outlet Waduk Jatiluhur,5/13/2018,6.38331247901852,25.55°C,32.2039857173376,4.56031311990722,2.49905697805719,13.1769768364513,2.3535874507889,658.496353038118,0.0941337321085238,-,0.7,1
246,Citarum,Bendung Walahar,5/14/2018,7.30014954069643,25.55°C,29.9348735007782,4.1074199652089,5.08336130863369,13.1928464613788,3.24594866786706,355.668813135167,0.0833967101046785,-,1.57,2
247,Citarum,Tunggak Jati,5/15/2018,7.6525162511063,25.55°C,25.7907040620136,0.127665944395276,4.15491195410016,20.2664265877255,0.336436048463393,491.209143345439,0.0414911343729972,-,1.27,2
248,Citarum,Cisanti ,5/16/2018,7.27402569658498,25.55°C,30.9441816461684,4.75359508041627,3.42094485305338,21.6159550767541,0.986480300302133,656.81478316599,0.099265114291818,-,0.99,1
249,Citarum,Wangisagara,5/17/2018,7.41178624835963,25.55°C,21.7163609729301,1.00444807275613,1.86797387615589,28.0529190954314,3.59715567491684,357.843256935331,0.0556398205511643,-,0.95,1
250,Citarum,Koyod,5/18/2018,7.87725455488754,25.55°C,21.5078585161901,5.61397320474868,2.68028504287851,12.709433271279,3.10519730216376,142.979216895047,0.054842982268746,-,0.68,1
251,Citarum,Setelah IPAL Cisirung,5/19/2018,7.18759727774896,25.55°C,29.3918881801813,6.67595416119877,3.36464735862301,10.5737479781487,1.49723807489242,452.214117862484,0.0650074770348216,-,0.93,1
252,Citarum,Nanjung,5/20/2018,6.10815759758293,25.55°C,29.2078005310221,1.15826532792138,2.15051118503372,20.2523880733665,0.765037995544298,617.442854091006,0.0878722495193335,-,0.77,1
253,Citarum,Outlet Waduk Jatiluhur,5/21/2018,6.87618640705588,25.55°C,23.6343882564776,2.85239478743858,4.92063661610767,15.0672933133946,2.04962309640797,857.733390301218,0.0842170476393933,-,1.54,2
254,Citarum,Bendung Walahar,5/22/2018,6.72792748802149,25.55°C,33.9096041749321,2.73732902005066,5.04491103854488,28.0883205664235,3.67174291207617,609.730826746422,0.0303418073061312,-,1.6,2
255,Citarum,Tunggak Jati,5/23/2018,7.47013763847774,25.55°C,24.8800317392499,1.84033906064028,2.7644032105472,19.5876949369793,0.157475508896146,918.124942777795,0.0315167699209571,-,0.73,1
256,Citarum,Cisanti ,5/24/2018,7.05728324228645,25.55°C,35.1991943113498,2.33459883419294,3.19116183965575,14.5271156956694,3.30637531662954,726.107058931242,0.0691988891262551,-,0.9,1
257,Citarum,Wangisagara,5/25/2018,7.73662526322215,25.55°C,28.6965544602802,5.73379375591296,3.81804559465316,28.0242316965239,0.0551774651326029,348.971526230659,0.0679342020935698,-,1.14,2
258,Citarum,Koyod,5/26/2018,7.73076570940275,25.55°C,28.3982055116428,5.48963560899686,3.07528611102634,22.6944792016358,1.1814325388348,125.46769615772,0.045204016235847,-,0.8,1
259,Citarum,Setelah IPAL Cisirung,5/27/2018,7.58861049226356,25.55°C,32.0452894680624,7.73270485549486,4.96131778923917,12.8785058137761,3.80663472396008,878.318124942778,0.0715274513992737,-,1.54,2
260,Citarum,Nanjung,5/28/2018,7.68486587115085,25.55°C,30.8421277504807,7.52943784905545,1.86508682515946,10.7019257179479,3.55064546647542,344.825586718345,0.0974877162999359,-,0.51,1
261,Citarum,Outlet Waduk Jatiluhur,5/29/2018,7.81499679555651,25.55°C,23.2623065889462,6.02407330545976,5.31432538834803,29.2010254219184,2.56794946134831,829.52360606708,0.0818628498184149,-,1.67,2
262,Citarum,Bendung Walahar,5/30/2018,6.88167973876156,25.55°C,33.4969939268166,7.34233710745567,4.79846186712241,16.4998321481979,1.44584490493484,519.737846003601,0.0358555864131596,-,1.48,2
263,Citarum,Tunggak Jati,5/31/2018,6.16870632038331,25.55°C,26.5148472548601,6.55756004516739,2.06140629291665,20.1181066316721,2.98861659596545,350.04425183874,0.0658342234565264,-,0.72,1
264,Citarum,Cisanti ,6/1/2018,7.27115695669424,25.55°C,25.6632587664418,6.98929441206092,5.54620807519761,21.0287789544359,3.93017365031892,480.018005920591,0.095050202948088,-,1.71,2
265,Citarum,Wangisagara,6/2/2018,6.79915768913846,25.55°C,33.5106662190619,0.380858180486465,3.96069215979492,28.0669576097903,2.09784234138005,380.892361217078,0.0898910489211707,-,1.24,2
266,Citarum,Koyod,6/3/2018,7.53251747184668,25.55°C,22.3975341044343,3.17096530045473,4.49033478804895,12.4359874263741,1.51457258827479,920.444349497971,0.0431275368511002,-,1.38,2
267,Citarum,Setelah IPAL Cisirung,6/4/2018,6.91067232276376,25.55°C,21.5356913968322,0.713930784020509,2.19289834284494,28.4923856318857,0.814722128971221,456.3890499588,0.0594701986754967,-,0.98,1
268,Citarum,Nanjung,6/5/2018,6.45069734794153,25.55°C,29.4656208990753,5.17605761894589,1.92873317667165,25.9849848933378,2.3321024201178,817.027802362133,0.0892544328135014,-,0.87,1
269,Citarum,Outlet Waduk Jatiluhur,6/6/2018,6.57899716177862,25.55°C,33.4164250618,6.65955015717032,2.58684957426679,27.0635090182196,1.32120731223487,758.40479750969,0.0475475325785089,-,0.92,1
270,Citarum,Bendung Walahar,6/7/2018,7.63139744254891,25.55°C,23.0249946592608,5.38740775780511,3.47396160771508,21.5494247260964,2.34540849024934,752.896206549272,0.0525336466566973,-,1.0,2
271,Citarum,Tunggak Jati,6/8/2018,6.11487166966765,25.55°C,27.7761162144841,0.42579088717307,4.20215460676901,19.7604297006134,1.45182653279214,722.946867275002,0.084582354197821,-,1.33,2
272,Citarum,Cisanti ,6/9/2018,6.8859523300882,25.55°C,22.9068269905698,4.31639271217994,5.37744682149724,25.6169316690573,3.13266396069216,348.768578142644,0.0525998718222602,-,1.67,2
273,Citarum,Wangisagara,6/10/2018,7.47734000671407,25.55°C,35.0116885891293,1.27927457502976,4.93953367717521,20.083925901059,2.4789574877163,398.664815210425,0.0755116428113651,-,1.54,2
274,Citarum,Koyod,6/11/2018,7.28153324991607,25.55°C,33.2606585894345,6.89610065004425,2.63921018097476,10.0573747978149,1.10831019013031,885.392315439314,0.0425037385174108,-,0.69,1
275,Citarum,Setelah IPAL Cisirung,6/12/2018,7.25833918271432,25.55°C,21.6646015808588,7.31143101290933,5.58190252388073,21.5634632404553,3.71324808496353,985.416730246895,0.05947233497116,-,1.73,2
276,Citarum,Nanjung,6/13/2018,7.78746910000916,25.55°C,30.4890896328623,0.138601947080905,3.57828913235878,28.1066316721091,0.925565355388043,322.095400860622,0.0743494979705191,-,1.07,2
277,Citarum,Outlet Waduk Jatiluhur,6/14/2018,7.93737601855525,25.55°C,31.4261299478134,6.99428693502609,2.11494796594134,19.273964659566,2.68977935117649,425.106051820429,0.058476821192053,-,0.62,1
278,Citarum,Bendung Walahar,6/15/2018,7.92730491042818,25.55°C,25.8146305734428,6.99428693502609,4.98100222785119,21.4584795678579,1.74565874202704,931.751457258828,0.0765221106601154,-,1.56,2
279,Citarum,Tunggak Jati,6/16/2018,6.68434705648976,25.55°C,28.7614978484451,3.86896755882443,1.84251533555101,13.6170537430952,3.87487411114841,575.084688863796,0.0459901730399487,-,0.55,1
280,Citarum,Cisanti ,6/17/2018,7.09506515701773,25.55°C,24.4474013489181,6.59536057618946,2.9646595660268,13.6878566850795,0.571916867580187,149.502548295541,0.0871224097415082,-,0.75,1
281,Citarum,Wangisagara,6/18/2018,6.23035370952483,25.55°C,31.2098147526475,0.225376750999481,2.37097689748833,15.7741019928587,0.30237739188818,405.449079866939,0.089104892117069,-,0.71,1
282,Citarum,Koyod,6/19/2018,7.4828943754387,25.55°C,31.2659688100833,2.11183721427046,4.10478225043489,16.7891476180303,0.416272469252602,697.404400769066,0.0300512710959197,-,1.25,2
283,Citarum,Setelah IPAL Cisirung,6/20/2018,7.46794030579547,25.55°C,20.6557817316202,1.71172215948973,2.18384350108341,19.4161809137242,1.84429456465346,274.692526017029,0.0624268318735313,-,0.62,1
284,Citarum,Nanjung,6/21/2018,6.13153477584155,25.55°C,20.0522476882229,5.61801477095859,3.7385204626606,22.0456556901761,3.19455549790948,210.792870876186,0.0869301431318094,-,1.13,2
285,Citarum,Outlet Waduk Jatiluhur,6/22/2018,7.74449903866695,25.55°C,30.4368419446394,4.33897793511765,5.54883266701254,10.0372325815607,3.41160313730277,991.360209967345,0.0616791283913694,-,1.72,2
286,Citarum,Bendung Walahar,6/23/2018,6.71413312173833,25.55°C,23.7442548905911,2.97744560075686,5.59502548295541,26.188238166448,0.447767571031831,929.54802087466,0.0482674642170476,-,1.75,2
287,Citarum,Tunggak Jati,6/24/2018,7.5196386608478,25.55°C,35.9003875850704,2.7233024079104,2.47753532517472,24.0678121280557,2.80599383526109,661.627552110355,0.0841529587694937,-,0.78,1
288,Citarum,Cisanti ,6/25/2018,7.54118472853786,25.55°C,26.8117313150426,2.30226630451369,4.05977050080874,21.307107760857,1.74260689107944,292.204046754357,0.0700448622089297,-,1.23,2
289,Citarum,Wangisagara,6/26/2018,6.41908017212439,25.55°C,33.0882900479141,6.86804742576373,1.79330423902097,17.3372600482192,1.66301461836604,644.376964629048,0.0452467421491134,-,0.61,1
290,Citarum,Koyod,6/27/2018,7.18692587054048,25.55°C,29.7815485091708,3.47907528916288,5.59318826868496,14.8591570787683,1.4200872829371,907.455671864986,0.0654411450544755,-,1.73,2
291,Citarum,Setelah IPAL Cisirung,6/28/2018,6.9900814844203,25.55°C,31.471053193762,3.86659016693625,4.92037415692618,28.8818018127995,0.467055269020661,430.52766502884,0.0591326639606922,-,1.54,2
292,Citarum,Nanjung,6/29/2018,7.32615131076998,25.55°C,24.0850856044191,3.66237220374157,1.82493057039094,26.7680898464919,3.75267799920652,936.854152043214,0.0651805169835505,-,0.9,1
